weight,age,height,waist,hips,Body_Shape,size
79.14045482043694,17,171.97371322408986,85.22536298587532,95.92345896107122,Slim,XL
64.68177560806386,39,174.13947783322328,83.17055894528804,88.16076051311613,Slim,XL
49.52769366449787,47,159.8973510373246,71.07526785887647,89.07618460060887,Regular,M
55.231469844902215,52,156.60201451029235,75.30237831422119,88.88118195103553,Slim,L
57.72519127712595,45,167.89202220209654,60.09598969980439,70.65334171716606,Slim,XXS
47.72193879077763,20,152.3226390089618,106.07532018800843,148.07683685925647,Curvy,XXXL
70.95060440683922,23,167.0748137408941,69.76676975593624,93.78196832398329,Curvy,M
46.40230359970693,57,153.89567875709812,63.14540798319876,82.36172559042772,Curvy,XXS
62.69314684144638,55,161.28625981421888,92.18038297335767,108.13943584223001,Regular,XXL
57.60581686871358,57,158.43034700735464,92.00307174016277,107.73314313324276,Slim,XXL
49.515530195560565,29,149.067603323252,63.65914352652731,77.27943300664825,Regular,S
71.90180648799644,63,168.1520026484972,83.58892607352531,93.76800893296532,Slim,XL
61.03897877600704,62,178.9748970683982,90.77768654006292,101.7873257259498,Slim,XXL
63.535340776398726,33,165.66437863339505,78.04798961073288,84.38474206681303,Slim,L
61.472431916187844,17,160.4555455322619,109.21534167316754,119.87118331059996,Slim,XXXL
68.87715720927842,42,160.05931056477448,74.61922145836387,87.54138295850753,Slim,L
59.80629986367004,44,174.13837470965123,81.66489294295737,103.15472985514869,Regular,XL
74.11893157609921,16,179.13860602793523,85.63299636673044,91.92307948738812,Slim,XL
79.1813201964434,22,173.19269386103284,64.83270931555319,83.86232390622145,Regular,S
51.127098708721576,29,160.9159010093692,91.81328440944904,117.58658998670117,Regular,XXL
49.689282489277005,20,156.47966841852963,74.28460678055781,103.22990744966157,Curvy,M
76.49806000601572,53,177.73656637584088,92.6515885021771,98.94987075464546,Slim,XXL
59.70809143120586,46,173.87600851904037,63.14430162552227,80.67504371827877,Regular,S
78.12640135793166,50,175.52428467969608,71.14562246391944,82.15906870208092,Slim,M
95.62487793607421,25,189.87537727249392,76.2839764429706,92.08397446958203,Regular,L
74.40106430765385,68,166.90182546321748,106.78684601109761,127.46004755559333,Regular,XXXL
63.662524368598994,53,164.38030214124265,74.53927978298547,89.16879370504141,Regular,M
69.9759242122237,56,168.73983097240878,67.15144795748029,85.69876486342213,Curvy,S
65.25576090566473,43,160.32793522858577,75.0145724578774,102.83650564002244,Curvy,M
72.33494985798606,21,174.97531191049913,77.82872281755421,109.00980270386506,Curvy,L
70.74363240992412,44,167.68291086368305,76.07765222254963,89.42302727705194,Regular,L
67.8052027514769,50,165.32146202084212,68.79274076587545,74.30580644968889,Slim,S
57.24028697890284,25,168.1211462260789,73.8016059888523,81.19147056548556,Slim,M
73.47833929685049,49,181.29041384486524,72.24811550678922,91.93546209831247,Regular,M
60.299705291183315,21,162.15406877416277,80.05765399617765,88.14030627087634,Slim,XL
73.64613725161895,18,182.97604544377845,71.39089240169099,86.81233543941114,Regular,M
75.27294186116384,47,168.46807121845475,95.59910491966353,100.55509048963907,Slim,XXL
75.76602846095417,36,168.4871728569373,78.1532377725583,94.89832637409978,Regular,L
64.72081906199492,53,164.10853787158112,73.81836977935959,84.51341996095815,Slim,M
73.43945329501022,59,165.15609087266913,93.94004619728335,122.01366455907599,Curvy,XXL
46.83310738066903,56,153.69862710454575,82.25053888650639,119.5454852125849,Curvy,XL
71.00042797224485,16,164.4838569962058,91.49707066346737,122.87722865853898,Curvy,XXL
67.04575921677457,33,165.83167630169166,106.64687571722939,130.80821935533484,Regular,XXXL
60.91783156366816,45,164.42581190568075,85.80628789050772,111.99907283446417,Curvy,XL
67.53903948840534,60,165.52725992642462,64.25102991294212,85.83418241669217,Curvy,S
77.36899228417198,67,169.63058182021973,56.97908920468705,73.35707568284803,Curvy,XXS
51.47904101822597,41,162.68618045356462,62.07216205098987,73.42974619161292,Regular,XXS
60.050646514001066,36,167.96349736807764,63.73761813783456,79.35705926621296,Regular,S
53.49937465739427,69,165.25439010695067,96.20114267893732,123.11691664019506,Curvy,XXXL
73.22424477508379,49,175.86803445086773,80.29748457178454,103.23914886544391,Regular,L
74.82977401922135,20,167.11254451496393,77.83585804966413,87.90124143605979,Slim,L
61.954363801439385,24,153.5189494000319,104.91263843763896,127.66978516124911,Regular,XXXL
81.37684415206664,59,173.9357041322357,75.86836125063964,95.20201358772276,Curvy,M
61.31016022378157,41,165.7422304881023,66.09848112390164,84.40289864568479,Regular,S
72.05864483456907,67,167.13097068728916,93.7172746093883,135.40326884414895,Curvy,XXL
69.60851777610156,52,170.4996678487836,63.33568460555528,77.17870195138667,Slim,S
67.74492371039905,46,161.37685536867428,77.75720888290564,105.93998112227845,Curvy,L
63.103816571350784,27,177.22596149142765,71.09094557936523,81.39856656954302,Slim,M
61.5439729348231,49,154.15301516987546,75.65815871734065,90.30103665299767,Regular,M
73.23886878999916,68,178.67556512691309,97.00075638375166,128.80239093747446,Curvy,XXXL
81.9842738689443,34,176.98142147838416,61.187813392002454,67.10437949610248,Slim,S
58.997004845091844,20,171.90138619938634,71.52674754317997,78.86143409812787,Slim,M
63.67419989361116,20,156.5272890461398,71.29066423643319,85.44724016768987,Regular,M
69.3065492815865,27,177.6370805806066,88.01331213234745,104.04491194078591,Slim,XXL
80.7494487196904,64,186.99313394720477,70.90233917925826,85.64330922149303,Regular,M
49.11025193109626,36,160.09651323362766,74.67042505166359,91.93084351124985,Regular,L
50.111713604351436,42,159.50989893642728,68.43332477557988,95.93503681081714,Curvy,M
72.52210194984885,35,173.2290740906826,78.05536368036837,95.04166810228378,Regular,L
47.776644629773344,24,152.68977935785315,104.20172673563367,111.67988939430245,Slim,XXXL
52.857357125551914,69,162.9920565579648,66.53693014577388,90.81959888196906,Curvy,M
69.02793308092272,46,171.12202615186513,93.70907786217532,103.711433859615,Slim,XXL
57.3350163829564,29,169.6600278812731,73.45266641889567,77.22152604078369,Slim,M
47.3540389652845,23,155.80567573464006,76.88345986913959,93.4138088313287,Regular,L
61.80343361377735,48,164.74031889891788,100.85701798797817,132.10331198750157,Curvy,XXXL
46.22464767082742,25,153.83805449326485,92.6598712677791,122.07934175277208,Curvy,XXL
57.82375913232701,24,168.7151513531652,84.52065597240032,111.64998077648052,Curvy,XL
67.43186794121408,36,172.34786522371022,78.39488801723773,102.61959770942063,Curvy,L
83.55826161343101,45,178.4084194652984,72.6986418818213,89.05255147047373,Regular,M
67.72026241765062,44,160.92147246465612,92.92443185843338,111.2979702156591,Regular,XXL
68.85386836561464,63,177.9786164418538,84.29761229321443,99.98608275136603,Regular,XL
66.8034763998157,45,178.29579971079676,63.22731760388476,81.90771304975138,Regular,S
62.703581315455544,67,176.0688235987907,68.52057428986726,91.2713100837248,Curvy,M
70.79619255501957,65,169.44424673444345,78.2809470030033,108.61375350571447,Curvy,L
67.44251628843764,65,172.7221969524943,65.89024600320366,80.42550317997579,Regular,S
77.20018520881115,65,188.3095288138999,69.45731303346155,88.02200760164926,Regular,M
51.331107424806866,25,149.43410100817496,71.57450467936222,87.46588467601143,Regular,M
61.43149912460318,67,174.43551288088693,71.79487342963093,83.50903578514959,Regular,M
61.27237826555914,56,172.13335446918498,68.19901855319142,93.41146967418105,Curvy,M
61.99087967960419,39,167.08124784413582,62.88706712147914,79.61169244648015,Regular,S
65.50444660194867,50,171.50489391494514,61.8115906840626,88.52509556425883,Curvy,S
64.37865351096585,51,175.4854271451797,58.079671247523635,64.09113827400502,Slim,XXS
61.00066574510144,52,171.91499648982335,63.4042876515141,82.52973002203605,Regular,S
78.00787041447329,38,172.74481006374708,55.22710398880449,60.683159258770466,Slim,XXS
55.60177140022679,49,157.99109138891757,81.8538577778075,94.50742640722348,Slim,XL
58.17649796899455,64,151.34456473693024,76.226467483721,96.3629829755523,Curvy,M
80.29340310497143,23,176.82641505613216,67.01699334339385,78.95799371707493,Slim,M
66.2546604986872,30,168.14747146452314,64.41478834229054,75.26257458818458,Slim,S
62.394674878675225,48,160.17301777907974,80.28568650341985,87.93870629810213,Slim,L
51.95242478972723,29,153.27300614934683,73.74630344056749,87.14053921200052,Slim,L
69.49556585213341,51,161.95693654117343,69.49475763219137,89.39542653447651,Regular,M
65.34408990390554,34,161.1331377585503,57.676220165389566,71.19871078676117,Regular,XXS
71.46198730018666,29,167.2315208022028,62.16089733020163,80.07361433185253,Regular,S
69.8877989189175,25,173.05926191244416,73.2084493407666,85.55695290899821,Regular,M
68.55605072642224,29,172.96537678040542,94.26016834712084,128.66217068134702,Curvy,XXL
78.67419815442275,65,171.43694575306068,65.8729239926352,82.68862210671223,Curvy,S
73.98666242378115,17,176.42522282666323,102.5536182753895,141.04585616265322,Curvy,XXXL
68.55223206657148,45,164.52403018054147,59.50301488298461,74.71050794362102,Regular,XXS
68.6917855202814,66,164.4821515338066,72.35408904575256,100.31498361348312,Curvy,M
66.85989692866846,38,163.861692399197,73.95624970753292,101.78706355771293,Curvy,M
61.76655877406116,18,179.6270758169416,61.90263870212019,75.12797720447742,Regular,S
63.96732283813084,67,167.72252090090575,72.85894137520225,86.75521522202641,Slim,M
63.87966324847548,48,166.28808924619594,76.20194632640812,100.48655597884867,Curvy,L
53.68498945252173,53,162.89808012598948,62.88821409579121,86.55714084872515,Curvy,S
69.50035837928638,20,163.4340296500042,84.81586995853436,96.74406812076627,Slim,XL
59.23379190501743,20,163.0976904761249,94.24649286657021,132.95273091730525,Curvy,XXL
77.80634028314861,61,184.0816363101308,69.43738914371855,86.47877086084804,Regular,M
85.9681685609038,59,188.21545940698897,83.12371732385986,104.45220282024798,Regular,XL
68.22547024763661,49,165.12566327370354,95.4174219337457,120.71551678682901,Regular,XXL
59.15383940246818,16,166.66305535746517,73.13710596146963,84.8090239918715,Slim,M
63.07225622801611,58,178.22761490085838,81.66169808553383,100.79315649301886,Regular,L
71.27880389426338,32,169.99506946968603,101.66634601119975,126.36212551891505,Regular,XXXL
55.18689939128522,56,169.55271994318647,58.404487004508006,73.94261623227041,Regular,XXS
82.64069808738306,24,180.52419223387471,77.5965159249729,89.46263474580873,Slim,L
45.717673720124104,67,150.40955234703935,74.78825239832749,88.93315798930497,Slim,L
62.51640458953726,64,173.20160942366928,72.21214464944926,87.26581493418303,Regular,M
59.162245125320126,68,169.94671559458155,62.57265604179373,77.93760414492802,Regular,S
66.62041578216893,59,170.74180277102164,87.53919484574432,119.26996066888552,Curvy,XL
71.35047569473193,19,173.6720300607081,63.14033231634081,75.13533248272745,Regular,S
65.12817211796018,48,174.72514839190978,70.44817211932794,76.7674158384066,Slim,M
59.39284510554443,29,148.60896538696835,79.00036301138016,102.97879535514512,Curvy,L
61.52136225686777,20,167.97117968727545,77.82475219623358,93.86342576584417,Regular,L
47.38814609488383,59,151.66612105260566,57.70727331230457,67.24755934878887,Regular,XXS
81.60580360601665,54,179.19484349268802,62.66304614320115,70.85696717674755,Slim,XXS
70.73517122325391,40,171.14788308337398,74.96982356124026,86.1234316882647,Slim,M
71.77442078821612,68,181.88771042532198,55.65995752808912,60.259976731053825,Slim,XXS
79.22816144130992,28,171.39332757121534,68.91639359340449,82.85973547114916,Regular,S
70.29824282259747,62,168.3040278253456,66.38529292543402,71.35753697642899,Slim,S
59.31917199014668,39,154.65132740897928,84.53504885618446,104.13076568576615,Regular,XL
62.559841569927364,55,176.62944666745037,91.19497586127662,106.15996608353707,Slim,XXL
83.23552505790106,29,179.04073083317962,87.37804649913693,98.2368374169163,Slim,XL
60.815427449334315,57,174.17358968518676,68.63945396385348,78.69834310786443,Slim,M
80.55983668118802,34,177.28661429902814,101.2645555365678,108.085254478478,Slim,XXXL
61.56499162707177,61,155.547344810722,78.72692510815358,86.42568957666487,Slim,L
90.2937719881737,44,184.61398386848674,80.12370617178267,87.46826764319353,Slim,L
69.9008308281348,40,173.86112061772462,71.44654895600006,79.70267090004096,Slim,M
71.12125655714017,26,170.77190780718394,73.83100492536164,76.95873357829218,Slim,M
63.6212538419197,42,163.00984831443355,91.94831125604816,113.52819432177357,Regular,XXL
70.90442703197442,27,170.9196880197298,93.53559447270197,109.95040729451195,Slim,XXL
82.8129730845243,63,181.06745225840876,64.74253470369428,84.98130013335587,Curvy,S
73.07271868332202,59,170.63009928242784,80.85805984221753,104.32403874647837,Curvy,L
67.37788070911775,37,165.61949197312006,83.9322070358829,95.49497386544958,Regular,XL
55.602381040859235,49,156.47959293924563,73.16257992789883,81.05952050039085,Slim,M
71.9580658624461,47,175.85412389593276,77.48529360556803,84.67821043895881,Slim,L
63.331537283715974,29,154.83681002434486,80.50001387699689,110.29777835439134,Curvy,L
62.65313990597322,32,161.9682832890666,69.70384931408292,78.06603256279742,Slim,M
74.45232862182823,25,179.1360182907568,83.93211852359744,97.82347996238641,Regular,XL
64.08726669457673,18,163.1890588483903,76.92311502317924,103.48771291690477,Curvy,L
71.34440696370586,48,178.91312343979075,102.17775772646104,143.62418901563342,Curvy,XXXL
56.489031109282045,49,158.04909411686972,82.45475299370779,110.5369694584588,Curvy,XL
69.94285559130299,17,170.23195329779043,75.78574005581594,96.05276492326452,Regular,L
76.38559895493823,39,175.71103293435928,67.30261057938995,78.29306495837436,Regular,S
64.40768518671378,30,181.11293444355255,81.63031565723546,90.70867573263679,Slim,L
64.58940102226329,63,163.34655268841084,63.23477160524422,73.30482598705761,Slim,S
47.13789663268659,41,155.55283483037098,78.9530893828975,96.57624598019709,Regular,L
64.78573130570348,56,172.46661530017377,66.38623336920855,74.9840610350164,Slim,S
68.27636528273362,69,160.76873886828167,78.46192444713128,104.25496755304688,Curvy,L
77.90523290636293,58,177.70478159983347,78.91157442438444,91.18826026403354,Slim,L
62.80111597294246,37,166.78024130895565,54.918452043893346,64.51080489238788,Slim,XXS
76.19288955249017,36,171.1086288362477,94.72186205980724,128.4716811143745,Curvy,XXL
68.66574453876953,25,167.20888277447085,93.52856339273005,122.8501054011115,Curvy,XXL
71.08479598988706,48,168.22544925895303,79.92394058583311,93.18263632562194,Slim,L
